PROVINCIA,COMARCA,LOCALIDAD,CÓD. CENTRO,NOMBRE CENTRO,NIVEL,CURSO,% VOTOS VALENCIANO,% VOTOS CASTELLANO
PROVÍNCIA,COMARCA,LOCALITAT,CODI CENTRE,NOM DEL CENTRE,NIVELL,CURS,% VOTS VALENCIÀ,% VOTS CASTELLÀ
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000820,CEIP MAESTRO CANÓS SANMARTÍN,INF,3INF,50,50
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000820,CEIP MAESTRO CANÓS SANMARTÍN,INF,4INF,"66,67","33,33"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000820,CEIP MAESTRO CANÓS SANMARTÍN,INF,5INF,40,60
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000832,CEIP BISBE CLIMENT,INF,2INF,40,60
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000832,CEIP BISBE CLIMENT,INF,3INF,"55,56","44,44"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000832,CEIP BISBE CLIMENT,INF,4INF,"55,56","44,44"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000832,CEIP BISBE CLIMENT,INF,5INF,"85,71","14,29"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000844,CEIP CASTÀLIA,INF,3INF,"33,33","66,67"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000844,CEIP CASTÀLIA,INF,4INF,"33,33","66,67"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000844,CEIP CASTÀLIA,INF,5INF,"16,67","83,33"
Castelló,La Plana Alta,GRAU DE CASTELLÓ,12000856,CEIP LA MARINA,INF,2INF,100,0
Castelló,La Plana Alta,GRAU DE CASTELLÓ,12000856,CEIP LA MARINA,INF,3INF,55,45
Castelló,La Plana Alta,GRAU DE CASTELLÓ,12000856,CEIP LA MARINA,INF,4INF,"86,67","13,33"
Castelló,La Plana Alta,GRAU DE CASTELLÓ,12000856,CEIP LA MARINA,INF,5INF,"94,74","5,26"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000868,CEIP MAESTRO ANTONIO ARMELLES DOMÉNECH,INF,2INF,"77,78","22,22"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000868,CEIP MAESTRO ANTONIO ARMELLES DOMÉNECH,INF,3INF,60,40
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000868,CEIP MAESTRO ANTONIO ARMELLES DOMÉNECH,INF,4INF,"68,42","31,58"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000868,CEIP MAESTRO ANTONIO ARMELLES DOMÉNECH,INF,5INF,"34,78","65,22"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000947,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,INF,3INF,"8,33","91,67"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000947,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,INF,4INF,"8,93","91,07"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12000947,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,INF,5INF,"5,08","94,92"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12001009,CENTRE PRIVAT MADRE VEDRUNA SAGRADO CORAZÓN,INF,3INF,"9,62","90,38"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12001009,CENTRE PRIVAT MADRE VEDRUNA SAGRADO CORAZÓN,INF,4INF,8,92
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12001009,CENTRE PRIVAT MADRE VEDRUNA SAGRADO CORAZÓN,INF,5INF,"3,64","96,36"
Castelló,La Plana Alta,CASTELLÓ DE LA PLANA,12001022,CENTRE PRIVAT ESCUELAS PÍAS,INF,3INF,"34,78","65,22"
