PROVINCIA,COMARCA,LOCALIDAD,CÓD. CENTRO,NOMBRE CENTRO,NIVEL,CURSO,% VOTOS VALENCIANO,% VOTOS CASTELLANO
PROVÍNCIA,COMARCA,LOCALITAT,CODI CENTRE,NOM DEL CENTRE,NIVELL,CURS,% VOTS VALENCIÀ,% VOTS CASTELLÀ
València,La Ribera Alta,ALZIRA,46000699,CEIP AUSIÀS MARCH,INF,3INF,"97,62","2,38"
València,La Ribera Alta,ALZIRA,46000699,CEIP AUSIÀS MARCH,INF,4INF,100,0
València,La Ribera Alta,ALZIRA,46000699,CEIP AUSIÀS MARCH,INF,5INF,100,0
València,La Ribera Alta,ALZIRA,46000729,CEIP LLUÍS VIVES,INF,2INF,50,50
València,La Ribera Alta,ALZIRA,46000729,CEIP LLUÍS VIVES,INF,3INF,80,20
València,La Ribera Alta,ALZIRA,46000729,CEIP LLUÍS VIVES,INF,4INF,"87,5","12,5"
València,La Ribera Alta,ALZIRA,46000729,CEIP LLUÍS VIVES,INF,5INF,"83,33","16,67"
València,La Ribera Alta,ALZIRA,46000730,CEIP VALL DE LA CASELLA,INF,3INF,"93,75","6,25"
València,La Ribera Alta,ALZIRA,46000730,CEIP VALL DE LA CASELLA,INF,4INF,100,0
València,La Ribera Alta,ALZIRA,46000730,CEIP VALL DE LA CASELLA,INF,5INF,75,25
València,La Ribera Alta,ALCÚDIA (L'),46000808,CENTRE PRIVAT SAN ANDRÉS APÓSTOL,INF,3INF,"16,67","83,33"
València,La Ribera Alta,ALCÚDIA (L'),46000808,CENTRE PRIVAT SAN ANDRÉS APÓSTOL,INF,4INF,60,40
València,La Ribera Alta,ALCÚDIA (L'),46000808,CENTRE PRIVAT SAN ANDRÉS APÓSTOL,INF,5INF,50,50
València,La Ribera Alta,ALCÚDIA (L'),46000811,CEIP LES COMES,INF,3INF,100,0
València,La Ribera Alta,ALCÚDIA (L'),46000811,CEIP LES COMES,INF,4INF,80,20
València,La Ribera Alta,ALCÚDIA (L'),46000811,CEIP LES COMES,INF,5INF,100,0
València,La Costera,ALCÚDIA DE CRESPINS (L'),46000821,CEIP LA SÈNIA,INF,3INF,"96,15","3,85"
València,La Costera,ALCÚDIA DE CRESPINS (L'),46000821,CEIP LA SÈNIA,INF,4INF,"96,3","3,7"
València,La Costera,ALCÚDIA DE CRESPINS (L'),46000821,CEIP LA SÈNIA,INF,5INF,"88,46","11,54"
València,L'Horta Sud,ALDAIA,46000845,CENTRE PRIVAT MARIANO SERRA,INF,3INF,"12,12","87,88"
València,L'Horta Sud,ALDAIA,46000845,CENTRE PRIVAT MARIANO SERRA,INF,4INF,"12,5","87,5"
València,L'Horta Sud,ALDAIA,46000845,CENTRE PRIVAT MARIANO SERRA,INF,5INF,"13,64","86,36"
València,L'Horta Sud,ALDAIA,46000894,CEIP JUAN ANTONIO MARTÍNEZ TORRES,INF,3INF,"64,58","35,42"
València,L'Horta Sud,ALDAIA,46000894,CEIP JUAN ANTONIO MARTÍNEZ TORRES,INF,4INF,"75,56","24,44"
València,L'Horta Sud,ALDAIA,46000894,CEIP JUAN ANTONIO MARTÍNEZ TORRES,INF,5INF,"70,59","29,41"
València,L'Horta Sud,ALDAIA,46000900,CEIP NUESTRA SEÑORA DEL CARMEN,INF,3INF,100,0
València,L'Horta Sud,ALDAIA,46000900,CEIP NUESTRA SEÑORA DEL CARMEN,INF,4INF,50,50
València,L'Horta Sud,ALDAIA,46000900,CEIP NUESTRA SEÑORA DEL CARMEN,INF,5INF,0,100
València,L'Horta Sud,ALDAIA,46000924,CEIP AUSIÀS MARCH,INF,3INF,"84,62","15,38"
València,L'Horta Sud,ALDAIA,46000924,CEIP AUSIÀS MARCH,INF,4INF,"77,78","22,22"
València,L'Horta Sud,ALDAIA,46000924,CEIP AUSIÀS MARCH,INF,5INF,"92,31","7,69"
València,L'Horta Sud,ALFAFAR,46000936,"CENTRE PRIVAT GUÍA, SL",INF,3INF,"38,46","61,54"
València,L'Horta Sud,ALFAFAR,46000936,"CENTRE PRIVAT GUÍA, SL",INF,4INF,"28,57","71,43"
