PROVINCIA,COMARCA,LOCALIDAD,CÓD. CENTRO,NOMBRE CENTRO,NIVEL,CURSO,% VOTOS VALENCIANO,% VOTOS CASTELLANO
PROVÍNCIA,COMARCA,LOCALITAT,CODI CENTRE,NOM DEL CENTRE,NIVELL,CURS,% VOTS VALENCIÀ,% VOTS CASTELLÀ
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,1PRI,"91,3","8,7"
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,2PRI,80,20
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,3PRI,"88,89","11,11"
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,4PRI,"85,71","14,29"
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,5PRI,84,16
Castelló,La Plana Baixa,BORRIANA,12000613,CEIP PENYAGOLOSA,PRI,6PRI,84,16
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,1PRI,"85,71","14,29"
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,2PRI,80,20
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,3PRI,100,0
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,4PRI,90,10
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,5PRI,100,0
Castelló,La Plana Baixa,BORRIANA,12000625,CEIP FRANCESC ROCA I ALCAIDE,PRI,6PRI,"71,43","28,57"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,1PRI,"64,29","35,71"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,2PRI,"85,71","14,29"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,3PRI,"85,71","14,29"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,4PRI,"66,67","33,33"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,5PRI,"76,92","23,08"
Castelló,La Plana Baixa,BORRIANA,12000649,CEIP PARE VILALLONGA,PRI,6PRI,"73,33","26,67"
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,1PRI,"78,95","21,05"
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,2PRI,"63,64","36,36"
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,3PRI,"52,63","47,37"
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,4PRI,50,50
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,5PRI,"83,33","16,67"
Castelló,La Plana Baixa,BORRIANA,12000650,CEIP JOSEP ITURBI,PRI,6PRI,"65,38","34,62"
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,1PRI,"38,46","61,54"
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,2PRI,"28,57","71,43"
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,3PRI,"18,75","81,25"
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,4PRI,"31,58","68,42"
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,5PRI,30,70
Castelló,La Plana Baixa,BORRIANA,12000662,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,PRI,6PRI,52,48
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,1PRI,20,80
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,2PRI,"27,27","72,73"
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,3PRI,"33,33","66,67"
Castelló,La Plana Baixa,BORRIANA,12000686,CENTRE PRIVAT VILLA FÁTIMA,PRI,4PRI,"28,57","71,43"
